,title,title_label,description,description_label
19, 증권  국내 금융권 최초  스토어에  증권   출시,1, 증권은 지난  일 챗봇    거래 플랫폼  스토어 에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   스토어 는  챗봇을 자유롭게 거래할 수 있는 온라인  ,1
20, 증권  국내 금융권 최초  스토어에  증권   출시,1, 증권 제공  증권은 지난  일 챗봇    거래 플랫폼  스토어에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   스토어는  챗봇을 자유롭게 거래할 수 있는  ,1
21, 줌인    훈풍타고 샌프란시스코로 돌아오는   테크 기업들,1, 챗 를 만든 오픈 는 최근 샌프란시스코의 미션 베이    인근에 있는 사무실 단지에 두 개의 새 건물을 임대하여 사무실을 늘렸다  샘 알트먼 오픈  최고경영자 의 주 거주지는 샌프란시스코의 러시안 힐  ,1
22, 가 알려주는 종목랭킹   증권   챗  출시,1,뉴데일리 변상이 기자    증권은  스토어 에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   스토어 는  챗봇을 자유롭게 거래할 수 있는 온라인 마켓플레이스로  ,1
23, 증권  국내 금융권 최초로  증권   출시,1,민주신문 이한호 기자 증권은 챗봇 거래 플랫폼  스토어 에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   스토어는  챗봇을 자유롭게 거래할 수 있는 온라인  ,1
24, 증권   스토어에  증권   출시,0, 증권은 챗봇    거래 플랫폼  스토어 에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   스토어는  챗봇을 자유롭게 거래할 수 있는 온라인 마켓플레이스로  ,1
25, 리포트  다시 샌프란시스코로 컴백하는 테크기업 기업가들  왜 ,1, 챗 의 오픈 의 경우 최근 샌프란시스코 미션 베이 인근에서 두 개의 건물을 새로 임대해 샌프란시스코내의 사무실 공간을 늘리고 있는 겁니다  이에따라 샌프란시스코와 실리콘밸리를 대표하는  들도 이곳에서  ,1
26, 증권   스토어에  증권   출시,0, 증권이 어제 일  챗봇 거래 플랫폼  스토어 에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고 오늘 밝혔습니다   스토어는   챗봇을 자유롭게 거래할 수 있는 온라인  ,1
27,샘 올트먼이 촉발한   반도체 전쟁  삼성  웃는다,1, 챗 를 만든 미국 오픈 의 최고경영자  샘 올트먼은 이달   반도체를 직접 만들겠다고 선언하며 무려  조달러 약  조원 라는 천문학적인 펀드를 모집할 계획이라고 밝혔다  그는 이를 위해 사우디아라비아  ,1
28, 증권   스토어에  증권   출시,0, 증권은 지난  일 챗봇    거래 플랫폼  스토어 에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다    스토어 는  챗봇을 자유롭게 거래할 수 있는 온라인  ,1
29, 증권  금융권 최초  챗  서비스,1, 증권은 국내 금융권 최초로  챗 를 기반으로 한  증권  를 출시했다고  일 밝혔다   증권  는  증권 오픈 와 연계해 종목랭킹   증권 추천주  리서치 추천  연금상품 조회 등을 제공한다   증권  ,1
30,이승근   대표  년 주목해야 하는   시대 관전포인트는 코파일럿 ,0, 챗 의 등장으로 저변에서 흐르던   변화가 눈앞으로 다가오면서  챗 는 유치원에서 경로당까지 화두로 떠올랐다  이런 가운데 기업들도 업무 환경에   기술을 결합시키며 생산성을 높이고 있다  이승근   대표는  ,1
31, 증권   스토어에  증권   출시,0, 증권은 지난  일 챗봇 거래 플랫폼  스토어 에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   스토어는   챗봇을 자유롭게 거래할 수 있는 온라인  ,1
32,부천시  신중년 위한 이모작 교육 프로그램  만족도 높아,0,지난  일 개강한  지금은  챗 시대 는  분 만에 신청 마감이 될 만큼 인기 강좌이다  인공지능 이 생활   챗 를 쉽고 재밌게 배울 수 있어 좋았다  등의 만족감을 나타냈다  지난  일 개강한  행복을 요리하는  ,1
33,  국내 금융권 최초  증권   도입,1,오픈  와 연계한 서비스 관련 정보 제공  증권은 최근 챗봇 거래 플랫폼  스토어에  증권  를 출시했다고  일 밝혔다  국내 금융권 최초의  챗  기술 도입이다   스토어는  챗봇을 자유롭게  ,1
34, 미래를 관통하는 청소년 액션 전략서  최서연 전상훈의 신간   질문이  ,1,교육청  학교  관공서  기업 등의 강연에서  챗 를 포함한 인공지능과 미래 전략에 관해 많은 강연을 했다  특히 앞서 펴낸 책  챗  질문이 돈이 되는 세상 은 수많은 독자의 찬사를 받으며 베스트셀러가 되었고  ,1
35,    챗봇   스토어에  증권   출시,0,   증권은 오픈 의 챗봇거래플랫폼  스토어에 국내 금융권에서는 처음으로  챗  기반의  챗봇  증권  를 출시했다고 밝혔다   사진 증권   증권은 챗봇 거래 플랫폼   스토어에 국내 금융권 최초로  ,1
36,다시 샌프란시스코로 돌아오는   테크기업  기업가 왜 ,1, 챗 의 오픈 의 경우 최근 샌프란시스코 미션 베이 인근에서 두 개의 건물을 새로 임대해 샌프란시스코내의 사무실 공간을 늘리고 있다  샌프란시스코와 실리콘밸리를 대표하는  들도 이곳에서 체류하는 시간이  ,1
37, 챗 는 끔찍한 이름이지만  바꾸기에는 너무 늦었다 ,0,방송 중 노아는  챗 으로 줄여부르는 것은 어떻겠냐고 제안했다  하지만 알트먼  는  어쨌든 우리는 이 이름을 고수할 것 이라며  괜찮게 들릴 수도 있다 라고 말했다  한편  챗 는  년  월 출시 당시 내부에서도  ,1
38, 증권  국내 금융권 최초  스토어에  증권   출시,1, 증권 사장 김성현  이홍구 은 챗봇    거래 플랫폼  스토어에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다 스토어는  챗봇을 자유롭게 거래할 수 있는 온라인  ,1
39,  국내 금융권 최초  스토어에  증권   출시,1, 증권은  일 챗봇 거래 플랫폼  스토어에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   스토어는 인공지능  챗봇을 자유롭게 거래할 수 있는 온라인  ,1
40,부천 인생이모작센터   챗 셀프 인테리어 등 다양한 신 중년 프로그램 개강,0,앞서 진행한  지금은  챗  시대  강좌는  여 분만에 신청 마감이 될 만큼 인기를 끌었다  인공지능 이   챗 를 쉽고 재밌게 배울 수 있어 좋았다 는 소감을 전했다  또 지난  일 개강한  행복을 요리하는 남자 는  ,1
41, 증권   스토어에  증권   출시 국내 금융권 최초,1, 증권은 지난  일 챗봇 거래 플랫폼  스토어 에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   스토어는  챗봇을 자유롭게 거래할 수 있는 온라인  ,1
42, 증권   스토어에  증권   출시,0, 증권은 지난  일 챗봇 거래 플랫폼  스토어 에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   스토어 는  챗봇을 자유롭게 거래할 수 있는 온라인  ,1
43, 증권   챗  기술 기반  증권   선봬,0, 증권은  일 챗봇    거래 플랫폼  스토어 에  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   스토어 는  챗봇을 자유롭게 거래할 수 있는 온라인 마켓플레이스로  챗  ,1
44, 증권  챗봇 거래 플랫폼에 국내 최초   챗봇 선보여,1, 증권은 지난  일 챗봇 거래 플랫폼  스토어 에 국내 금융권 중 최초로  챗  기술 기반  챗봇  증권  를 선보였다고  일 밝혔다   스토어 는  챗봇을 자유롭게 거래할 수 있는 온라인 마켓플레이스로  ,1
45,폭스바겐   투어러  선봬 최대   주행 가능 ,1,기능통합형 드라이브 액슬  음성 비서를 통해  챗  등의 기능 역시 갖추고 있는 것으로 알려졌다    투어러는  가지 배터리 팩을 선택할 수 있는 모델이다  이를 통해 최대  킬로와트 의 전력을 공급받아  ,1
46, 증권  국내 금융권 최초  스토어에  증권   출시,1, 증권은 지난  일 챗봇    거래 플랫폼  스토어 에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다 스토어 는  챗봇을 자유롭게 거래할 수 있는 온라인  ,1
47, 증권   스토어에  증권   출시,0, 증권은 지난  일 챗봇    거래 플랫폼  스토어 에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   스토어 는  챗봇을 자유롭게 거래할 수 있는 온라인  ,1
48, 증권   스토어에  증권   출시 국내 금융권 최초,1,사진 증권  증권은 지난  일 챗봇    거래 플랫폼  스토어 에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   스토어는  챗봇을 자유롭게 거래할 수 있는  ,1
49, 이토록 유익한 인터뷰  지구를 사랑하는 벨기에 청년   줄리안 퀸타르트,1,세상을 떠들썩하게 만든 인공지능  챗 도  초 만에 답을 내놓는다고 하니   초는 그야말로 찰나의 순간이다  하지만 살다보면 찰나의 순간에 모든 것이 결정되기도 한다  어떤 일을 할지 말지  이 말을 할지 말지  ,1
50,헤이즈밸리가 돌아왔다  인재찾아 스타트업 속속  로 복귀한다,0, 챗  개발사  미션베이에 사무실 두 채 임대 샌프란시스코 스타트업 투자 감소액 가장 낮아 마약 홈리스   챗  개발사 오픈 오픈 는 최근 미션 베이    지역에 있는 넓은 사무 복합 단지에서 두 채의 새  ,1
51, 조간브리핑 조수미   명예박사  예술과 과학은 운명 ,1,그것도 그럴 수밖에 없는 게 오픈   회사가 출시한  챗  는 이용자의 질문에 똘똘한 답을 준다  심지어 질문에서 요구하는 그림도 그려준다  현재의 추세로 보면  의 발전과 활용은 더욱 가속할 것이다   조선일보  ,1
52, 로 기업 투자정보 추출 에프앤가이드  특허권 획득,1,에프앤가이드 관계자는  챗  등 거대언어모델이 빠르게 발전고 있지만 금융정보 영역에서는 아직 실험적 콘텐츠만 난무하고 있다 며  투자자가 정보를 모으고 분석하는 시간을 획기적으로 줄여 실제적 가치를  ,1
53,오픈   소라  출현에 관련주 열기  후끈 ,0,오픈 는  챗  와 같은 인공지능 시스템을 통해 언어 처리 능력을 이미 증명한 바 있고   소라 를 통해 이제는 동영상의 영역에서도  의 능력을 보여주고 있다  이러한 혁신적이고 진화하는 기술력은 많은 사람들을  ,1
54, 증권  금융권 최초  스토어에  증권   출시,1, 증권이 챗봇    거래 플랫폼  스토어 에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다   증권 오픈 와 연계해  증권 서비스 관련 정확한 정보 제공  증권 사장 김성현  ,1
55, 증권   스토어에  증권   출시,0, 증권은 지난  일 챗봇    거래 플랫폼  스토어 에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   스토어 는  챗봇을 자유롭게 거래할 수 있는 온라인  ,1
56,  금융권 최초  스토어에  증권  출시,1,사진 증권  증권은 챗봇 거래 플랫폼  스토어 에 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   스토어 는 인공지능  챗봇을 자유롭게 거래할 수 있는 온라인  ,1
57, 증권  생성형 로 증권 정보 더 정확하게 제공   스토어에  증권  ,1, 증권은 챗봇    거래 플랫폼  스토어 에  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   스토어 는  챗봇을 자유롭게 거래할 수 있는 온라인 마켓플레이스로  챗  개발사인  ,1
58, 증권   스토어에  증권   출시,0, 증권은 지난  일 챗봇    거래 플랫폼  스토어 에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   스토어 는  챗봇을 자유롭게 거래할 수 있는 온라인  ,1
59, 증권  국내 금융권 최초  스토어 내  증권   출시,1, 증권은 지난  일 추천주 정보 등을 받아볼 수 있는  증권  를 출시했다  사진 증권 국내 금융권에도  챗  기술을 활용한 거래가 이뤄지게 됐다   증권 사장 김성현 이홍구 은 지난  일 챗봇    ,1
60,   스토어 내   출시 국내 금융권 최초,1, 증권이 챗봇 거래 플랫폼  스토어 에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   스토어 는 인공지능  챗봇을 자유롭게 거래할 수 있는 온라인 마켓  ,1
61, 증권   출시  국내 금융권 최초,1, 증권은 국내 금융권 최초로  스토어 에  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   스토어는   챗봇을 자유롭게 거래할 수 있는 온라인 마켓플레이스로  챗  개발사인 오픈 가  ,1
62,  시대 총성없는 전쟁 삼성전자  반도체 별동대  조직,0,업계에서는  년여 전 나온  챗 가 부른 변화로 풀이한다  모든 산업  모든 업종에  가 입혀지면서 지난해  억달러였던 세계 반도체 시장이  년  조달러 규모로 커질 것으로 전망되자 세계 최강 기업들이 발을  ,1
63,  연단 서는  알파고 아버지  비중 커졌다,1, 챗 가 일으킨 생성형   열풍이 올해 전시회부터 본격적으로 반영되는 분위기다    구글 클라우드  아마존웹서비스  엔비디아  퀄컴 등   관련 빅테크 반도체 기업들은 물론 세계 각국의 대표 통신사와  ,1
64, 증권  금융권 최초  스토어  증권  출시,1, 증권은 지난  일 챗봇    거래 플랫폼  스토어 에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔습니다   스토어 는  챗봇을 자유롭게 거래할 수 있는 온라인  ,1
65, 증권   스토어에  증권   출시 국내 금융권 최초 ,1, 증권은 지난  일 챗봇    거래 플랫폼  스토어 에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   스토어 는  챗봇을 자유롭게 거래할 수 있는 온라인  ,1
66,국내 금융권 최초   증권  스토어 내   출시,1, 증권은 전일 챗봇    거래 플랫폼  스토어 에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다   일  증권에 따르면  스토어 는  챗봇을 자유롭게 거래할 수 있는 온라인  ,1
67, 증권  국내 금융권 최초  스토어에  증권   출시,1,사진 증권  증권은 지난  일 챗봇    거래 플랫폼  스토어 에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   스토어는  챗봇을 자유롭게 거래할 수 있는 온라인  ,1
68, 챗  활용 심혈관 질환 예측 정확도 입증,0,국내 연구팀이  챗 를 활용해 최근  년간 심혈관 질환 발생을 예측한 결과 기존 심혈관 질환 예측 모델과 유사한 성능을 보이는 등 질환 예측 정확도를 입증했다  최근  챗  등의 대규모 언어 모델은 사회  ,1
69,비탈릭 부테린  이더리움 디버깅  로 해결할 수 있어 ,0,보안 솔루션 제공업체 서틱 의 최고 보안 책임자 강 리는 인터뷰를 통해  코딩 시  챗 와 같은   기반 도구를 사용하면 오히려 더 많은 보안 문제가 발생하는 경우가 많다 라고 조심스러운 입장을 내놨다  ,1
70, 정신머리  시인 박참새 인터뷰    ,0,영어로 먼저 시를 쓴 뒤  챗  를 활용해 한국어로 번역하고  또 본인이 직접 의역한 버전을 함께 담은 시  도 떠올라요  모국어를 배반하고 싶다는 생각에 제가 사용할 수 있는 제 의 언어로 써본 건데 신기한  ,1
71,일론 머스크의 또 다른 도전  이번엔 인간 뇌와 컴퓨터 연결,1,지난해  월 머스크는 오픈 의  챗 에 대항하는 새로운   기업  까지 설립했다  머스크에 따르면  는  그리고  챗 가 세상을 뒤흔든 지난해  를 설립해 생성형   시장에까지 진출한 것이다   는 설립된 지  개월  ,1
72, 목멱칼럼 교사의 꿈이 사라지는 사회,1, 챗 와 같은  환경에서 학생들이 인간다움을 잃지 않고  두뇌를 발전시킬 수 있게 하는 것 역시 많은 고민과 책임 있는 학교교육에서 가능할 것이다  하지만 지금 젊은 세대에게 교직에 대한 매력은 급격히 떨어지고  ,1
73,  반도체  쩐의 전쟁 각국 막대한 자본 앞세운 투자 육성 대결,0,오픈 가  챗 라는 상용화된   서비스를 운영하고 있다면  소프트뱅크는 반도체 설계기업  의 지분   그러나 이 펀드가 성공한다면  챗  이후   분야에서 가장 큰 투자 중 하나가 될 전망이다  앞서  ,1
74, 인터뷰   다가올 세상은 궁금하고 도전은 늘 아름다워   와 사랑에 빠진  ,0,지난해 가수 박새별은 한국과학기술원  문화기술대학원에서  챗  같은 자연어 처리 모델을 본 따 음악을 분석하는  를 개발했다  동시에  의 역할을 두고 기술로 봐야 할지  예술가로 봐야 할지 논의도 활발해지고  ,1
75,격화하는   반도체 경쟁  정부가 해야 할 일 우보세 ,0, 년생 샘 올트먼   은  챗 의 성공을 계기로 세계적인 인사가 됐다  지난해 말 국내외 주요 언론은 그가  챗  개발사 오픈 에서 해임됐다가 닷새 만에  최고경영자 로 복귀하는 과정을 상세히 다뤘다  ,1
76,  시대의 신기술   생성형    챗    활용법  출판 기념 저자 특강 개최,0,이러한 변화의 최전선에 있는  생성형    챗 는 사용자의 다양한 요구에 부응하며 무한한 가능성을 펼쳐 보이고 있다  이번에 출판된  생성형    챗    활용법 은 이러한   기술을 일상과 업무에 효과적으로  ,1
77,디지털융합교육원   생성형   활용 업무 효율화 원데이 클래스 로 업무 혁신 ,0,두 번째 세션에서는 김진수 연구원이  챗 를 이용한 이미지 생성과 멀티미디어 콘텐츠 제작을 소개해 큰 관심을 받았다  텍스트 입력으로 고품질의 이미지와 비디오 스크립트 제작 방법을 시연하며  참가자들에게  챗 의  ,1
78, 이광형의 퍼스펙티브  세계는   전쟁 중  반도체 같은 기간산업으로 키우자,1,그것도 그럴 수밖에 없는 게 오픈   회사가 출시한  챗  는 이용자의 질문에 똘똘한 답을 준다  심지어 질문에서 요구하는 그림도 그려준다  현재의 추세로 보면  의 발전과 활용은 더욱 가속할 것이다  이처럼 놀라운  ,1
79,  강원의 선택  출마합니다  원창묵 원주갑 선거구 예비후보,1, 좌우명 돈 만큼 일하지 말고 꿈만큼 일하자   하루 이동거리 만 보  차량    챗 로 나를 검색한다면 강력한 추진력으로 시민을 위해 일하는 사람  호 법안은 지역 필수의료 분야 공공의료 확충 관련 법안,1
80,  유난히 화가 많은 사람 왜 그럴까 ,0, 그래픽 챗  분노는 모든 사람이 경험하는 자연스러운 감정이다  하지만 지나치게 자주  강하게 느끼는 사람이 있다  다른 사람은 대수롭지 않게 생각하는 상황에서도 혼자서 참지 못하고 버럭 화를 낸다  평소 화가  ,1
81,세계 최대 모바일 전시회   스페인서 개최,0, 챗 가 일으킨 생성형   열풍이 올해 전시회부터 본격적으로 반영될 것이라는 전망이다  마이크로소프트  구글 클라우드  아마존웹서비스  엔비디아  퀄컴 등   관련 빅테크 반도체 기업들은 물론 세계  ,1
82,의성군   챗  활용 농산물 마케팅 교육 실시,0,의성군은  일부터 다음달  일까지 농업기술센터 정보화교육장에서 교육생  명을 대상으로  챗  활용  이번 교육은 요즘 주목받고 있는  챗 딥러닝을 통해 사전 훈련된 텍스트로 인간과 유사한 언어를 생성 답변하는  ,1
83, 우리 학과를 소개합니다 전남대학교 조경학과,0,이 학과장은   프로그램을 구동할 수 있는 실습실과 캐드실  공학 실험실을 비롯해 정원을 구현해 볼 수 있는 옥상저원  수목온실 등으로 실무 역량을 키우고 있다 며  더불어  나  챗   등 기술 변화에 학생들이  ,1
84, 초 만에 거짓말 섞어 탄원서 써낸  ,0, 챗 에  음주하고 운전한 친구를 위한 탄원서  작성을 요청했더니  초 만에 원고지  장 분량의 글을 뚝딱 내놨다   어렸을 때 부모를 일찍 여의고 혼자 어렵게 산 친구 라고 가정하자  챗 는  그는 어려운 가정환경  ,1
85, 밀리면 끝장 삼성   반도체 연합군   전쟁  불 붙었다,1,업계에서는  년여 전 나온  챗 가 부른 변화로 풀이한다  모든 산업  모든 업종에  가 입혀지면서 지난해  억달러였던 세계 반도체 시장이  년  조달러 규모로 커질 것으로 전망되자 세계 최강 기업들이  ,1
86, 시대 삼성  반도체 별동대  떴다,0,업계에서는  년여 전 나온  챗 가 부른 변화로 풀이한다  모든 산업  모든 업종에  가 입혀지면서 지난해  억달러였던 세계 반도체 시장이  년  조달러 규모로 커질 것으로 전망되자 세계 최강 기업들이  ,1
87,지난해  분기 랜섬웨어 공격   증가 핵티비즘  신흥 위협으로 부상,0, 챗 를 활용한 랜섬웨어 공격이 새로운 위협으로 부상했다  보고서에 따르면 지난해  분기 랜섬웨어  앞서 중국 정부가 모 기업에 랜섬웨어 공격을 감행한 혐의로 체포한  명이 랜섬웨어 공격에  챗 를 악용한  ,1
88, 그게 뭔가요  생성  환각 줄이는  ,0, 챗 를 써본 이들이라면 이미 익숙한 경험이다   은 파라미터와 토큰 규모에 따라 답변 패턴이   빅케이스 에  를 적용했다  로앤컴퍼니 측은  국내 판례  만건 중 정보 가치가 높은 판례들을 중심으로  ,1
89,    눈으로 앱 켜고 안내견 역할도 폰   펼쳐진다,1, 챗  같은 챗봇  블루하트리틀 와 함께 시각장애인용  비보 씨 가 눈에 띄는 기능이다  비보 씨는 카메라를 통해 주위 환경과 움직임을  가 인식해 문장으로 설명해주는 기능이다  샤오미의  샤오미 와  ,1
90, 챗 에 음주운전 친구 탄원서 요청하니 초만에  뚝딱 ,0, 챗 에  음주하고 운전한 친구를 위한 탄원서  작성을 요청했더니  초 만에 원고지  장 분량의 글을 뚝딱 내놨다   어렸을 때 부모를 일찍 여의고 혼자 어렵게 산 친구 라는 점을 가정하자  챗 는  그는 어려운  ,1
91,예스폼   를 활용한 문서서식 서비스 선보여,0, 챗 가 우리 앞에 모습을 드러낸 지 채  년도 되지 않았지만  업무를 처리하는 모든 곳에서 그 누구도 상상조차 하지 못했던 혁신적인 변화를 맞이하고 있다  대한민국 최대 문서서식 플랫폼 예스폼은 최근  챗 와  ,1
92, 박재형 칼럼  선거의 해    기술이 미칠 영향은 ,0,이 회사는 자체 개발한 메타데이터 식별 도구를 이용해  챗  개발사 오픈  등 다른 회사의  로 생성한   월 미국 대통령 선거  그보다 앞서  월 한국 국회의원 총선거 등 역사적인 선거가 치러지는 올해   특히  챗 와  ,1
93,적자의 늪에 빠진 솔트룩스   년 연속 영업손실에 매출 성장폭도 둔화,0, 챗 를 구축해 올해부터 본격적으로 대국민   서비스를 제공할 예정이다  또 루시아를 탑재한 생성형   어플라이언스  루시아 어플라이언스 도 상반기 출시한다  해당 어플라이언스는 루시아뿐만 아니라   ,1
