,title,title_label,description,description_label
10, 증권  금융권 최초  스토어에  증권   출시,1, 신문 뉴스  이미지 제공    증권  증권 사장 김성현 이홍구 은 챗봇    거래 플랫폼  스토어 에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   스토어 는  ,0
11, 로 기업 투자정보 추출해 뉴스화 에프앤가이드  특허 취득,0,에프앤가이드 관계자는  챗  등 거대언어모델이 빠르게 발전하고 있으나  금융정보 영역에서는 아직 실험적 콘텐츠만 난무하고 있다  이번 특허와 관련된 기술을 바탕으로 투자자들이 정보를 모으고 분석하는 시간을  ,0
12,배스킨이 만든  와사비맛 아이스크림 국내 유일 여기서만 맛본다는데,0,조성희 비알코리아 크리에이티브 디렉팅팀 상무는  배스킨라빈스의 차세대 연구개발  기술력을 보여주는 공간 이라며  연구소의 소비자 데이터와 노하우를 바탕으로  챗 를 이용해 상품 개발에 적극 이용하는  ,0
13, 챗   리서치 추천 주식 알려줘 금융권 최초   챗봇  등장,1,포쓰저널 김지훈 기자 사진 증권 생성형 인공지능  기술이 적용된 챗봇 서비스가 증권가에도 혁신의 바람을 불러오고 있는 가운데  증권이 국내 금융권 최초로  챗  기술 기반  챗봇  증권  를 출시했다  ,0
14,일론 머스크  오픈  지분 제안받았지만  비윤리적이라 거절 ,0,일론 머스크 테슬라 최고경영자 가 생성형 인공지능   챗  개발사인 오픈  지분을 제안받았지만  비윤리적으로 보여 받아들이지 않았다고 밝혔다  머스크는  년 오픈   인 샘 올트먼과 공동으로 오픈 를  ,0
15, 엔비디아 아성 깨자  삼성   슈퍼칩  경쟁 불붙였다,0, 는  챗  등 생성형  의 특정 정보 검색이나 요약 수준을 넘어 공상과학  영화 속   비서처럼 스스로 상상하고 추론하는 게 가능하다  실제로 구현되기까지는 수십 년 가까이 소요될 것이라는 전망이 많았다  ,0
16,동양레이더 부여도서관 평생교육 수강생 모집,1,성인 대상은  챗 와 캔바로 나도 디자이너  캘리그라피와 플러스펜 수채화  어르신 대상  문인화  왕초보  자격증 강좌로  독서지도사 급  그림책통합예술놀이 등  개 강좌다  수강료는 무료이며  ,0
17,심심할 틈이 없다   챗  탑재한 푸조 벌써부터 히트 조짐,1,푸조가 이달 초 영국에서 시범 서비스를 시작한  챗 에 최소  명이 넘는 운전자가 등록하면서  출시 규모를 두 배로 늘리기로 했다  푸조는 이달부터 세계  대 시장에서  챗  시범 서비스를 시작했으며  영국은  ,0
18, 과학게시판     와 양자대학원 공동 운영 협약  ,1, 광주과학기술원 은   활용 교육의 저변 확대와 실무역량 강화를 위해   및  챗  교육 챌린지 를 개최한다고 밝혔다   월  일 오룡관  호에서 열리는 송인규 교수의 강의는 일반인도 사전 신청 없이  ,0
19, 가 영상 만드는 시대 왔다 컴퓨팅 파워 수익 모델 마련해야 ,1,한 업계 관계자는  오픈 가  챗 를 운영하는 데 드는 컴퓨팅 인프라 비용만 하루  만 달러 약  억 천만원 라며  이보다 더 무거운 영상모델을 서비스하려면 몇 배 더 높은 운영 비용을 감당해야 할 것 이라고 설명했다  ,0
20,머스크  오픈  지분 제안받았지만  비윤리적이라 거절 ,0,일론 머스크 테슬라 최고경영자 가 생성형 인공지능   챗  개발사인 오픈  지분을 제안받았지만  비윤리적으로 보여 받아들이지 않았다고 밝혔다   일 현지시간  미국 경제매체 비즈니스인사이더에 따르면  ,0
21, 증권   챗  기반  증권   선봬,0, 증권은 챗봇    거래 플랫폼  스토어 에 챗지피티  기술을 기반으로 한  증권  를  일 출시했다고  일 밝혔다   스토어는 인공지능  챗봇을 자유롭게 거래할 수 있는 온라인 시장으로  챗  ,0
22, 증권  챗봇 거래 플랫폼에서  증권   출시,0, 증권이 챗봇 거래 플랫폼  스토어에  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   스토어는  인공지능  챗봇을 자유롭게 거래하는 온라인 마켓플레이스로  챗  개발사인 오픈 가  ,0
23, 증권  국내 금융권 최초 오픈  플랫폼에  증권   출시,1, 증권이 국내 금융권 최초로  챗  기술을 기반으로 오픈  플랫폼에 공개했다   일  증권 사장 김성현  이홍구 은 최근 챗봇    거래 플랫폼  스토어 에  증권  를 출시했다고 밝혔다   스토어 는  ,0
24,  배스킨라빈스  혁신 매장 워크샵 오픈 주한미국상공회의소 회장도 찾았 ,0,특히 회사는 오픈  가 개발한  챗  를 통해 신제품 아이디어를 구성하고 생성형  로 제품 비주얼까지 그려내는 차세대 상품 개발 모델  배스킨라빈스         시스템을 최초 시범 운영한다  워크샵  ,0
25, 한미반도체는 거품주  저격에도 주가 껑충 에코프로는  주르륵 ,0,한미반도체 주가는 지난해 초 생성형    챗  열풍을 타고 수혜를 받을 것으로 전망되면서 우상향 곡선을 그리기 시작했다  지난해 실적 부진에도 한미반도체가 상반기에만 주가가  배 뛰자 거품이 끼어있다는  ,0
26, 엔비디아 에 들썩였던  하이닉스 삼성전자  다시 주춤,1,이 프로젝트는 마이크로소프트 가  챗  를 만든 오픈 에  억달러 이상을 투자한 것보다 훨씬 더 큰 규모로  만약 손 회장의 계획이 성공한다면   산업의 지형까지 변화시킬 수 있다는 전망이 나온다  다만  ,0
27,  전환  외친 신동빈 사업 과제  개 쏟아냈다,0,롯데정보통신 관계자는  챗 와 같은 외부 상용  도 적극적으로 적용해 비즈니스 가치를 극대화할 수  편의점 세븐일레븐을 운영하는 코리아세븐은 편의점 경영주를 위한 생성형   챗봇  브니 를 도입했다  ,0
28, 과기원    유독성 물질 분해 새 촉매 개발  ,0,   는 인공지능  활용 교육 저변을 확대하고 실무역량을 강화하기 위해   및  챗  교육 챌린지 를 개최한다고  일 밝혔다   일에는   교직원 대상으로 교육이 진행되며  월  일에는 학생 및 연구자 대상  ,0
29,  배스킨라빈스    활용 차세대 혁신매장  워크샵  오픈,0,오픈 가 개발한  챗 를 통해 신제품 아이디어를 구상하고 생성형  로 제품 비주얼까지 그려내는 차세대 상품 개발 모델  배스킨라빈스         시스템 을 최초로 시범 운영한다  워크샵 매장에서만  ,0
30,지스트  인공지능 활용한 미래교육 활짝 연다,0, 챗  교육 챌린지 를 개최한다고  일 밝혔다  종전에 특정한 교육 집단을 대상으로 하여 일회적 단편적으로 실시하던  챗  교육 프로그램의 구성을 과감히 다각화하고 교육 참여 대상자의 스펙트럼을  ,0
31,육군  디지털 대전환 데이터 중심 업무 정착 선언,0,기반 국방데이터 활용 활성화 방안  하정우 디지털플랫폼정부위원회 인공지능 데이터 분과위원장의  챗   년  초거대   전쟁 시대의 국방 을 주제로 한 강연이 진행됐다  박 총장은  디지털 대전환은  첨단  ,0
32,머스크  오픈  지분 제안받아 비윤리적이라 거절 ,0,일론 머스크 테슬라 최고경영자 가 과거 생성형 인공지능   챗  개발사인 오픈 의 지분을 제안받았지만  비윤리적으로 여겨져 받아들이지 않았다고 밝혔다  머스크는  년 오픈   인 샘 올트먼과 공동으로  ,0
33,부산시교육청  늘봄학교 전면 시행 준비 박차,0,학교에서 운영하기 어려운  챗 로 금융 배우기  수학으로 배우는 인공지능 등 학습적 요소를 담은 양질의 다양한 방과 후 프로그램을 운영한다  시교육청은 이를 통해 다양하고 특색있는 교육 기회를 제공해  ,0
34, 이슈진단  에어캐나다 울린  이것 생성형   도입 기업들  비상 ,0,오픈 가 개발한  챗 의 경우 미국 내 총기권리 활동가인 마크 월터스에 대해  횡령  혐의가 있다고   챗  로고  사진 지디넷코리아   챗 의 거짓말 사례는 또 있다  호주 남부 햅번셔의 시장으로 선출된  ,0
35, 증권  국내 금융권 최초  스토어에  챗  출시 실시간 응답 ,1,투데이 코노믹   박재형 기자    증권이 지난  일 인공지능  챗봇 거래 플랫폼  스토어 에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   스토어 는   ,0
36,머스크  또 오픈  비판 지분 제안  비윤리적으로 보여 거절 ,0,일론 머스크 테슬라 최고경영자 가 생성형 인공지능   챗  개발사인 오픈  지분을 제안받았지만  머스크는 지난해 직접   회사를 설립하고 오픈 의  챗 와 경쟁할   챗봇을 배포했다 ,0
37, 기업    배스킨라빈스    활용 신제품 연구개발 매장 열어,1,이 매장에서는  챗 나 생성형  로 신제품을 구상한 뒤 나온 제품을 소비자에게 가장 먼저 공개할 예정입니다  또 소비자 반응을 바탕으로 신제품을 가맹점포에 확대할지 여부를 결정한다는 계획입니다 ,0
38, 증권   스토어에  증권   출시 국내 금융권 최초,1,우먼타임스   황예찬 기자  증권은 지난  일 챗봇    거래 플랫폼  스토어 에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   스토어 는  챗봇을 자유롭게  ,0
39, 뉴스속 용어 팡  매그니피센트  이어 이젠     시대,0, 는  챗  로 생성형   열풍을 불게 한  오픈  의 대주주로  세계   기술 흐름을 주도하고 있다는 평가를 받는다   브로드컴은 최근 몇 년간 미국 뉴욕증시 랠리를 주도했던  팡 페이스북 애플  ,0
40, 증권   국내 금융권 최초   스토어에  증권   출시,1,라이센스뉴스   박정경 기자    증권 사장 김성현  이홍구 이 지난  일 챗봇 거래 플랫폼  스토어 에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   스토어 는  챗봇을  ,0
41,저출산 고령화 인가구 시대 가전업계   신시장  찾기 총력  스페셜리포트 ,0,그러면서  년대부터  가구  로봇  시대가 될 것이라고 언급돼 왔지만  기술적 장벽으로 실현이 못 됐다 라며  챗  등장으로 이제는 기술 발전이 빨라진 만큼  챗 와 로봇 하드웨어의 가격하락이 맞물리면 빠르면  ,0
42,대구한의대  소상공인 온라인 진출 활성화 공로 중기부 장관 표창,1,산학협력단은  년  소상공인디지털전환지원센터를 조직해 지역 소상공인들에게 라이브커머스   챗  등 생성 인공지능  인플루언서 마케팅 등 디지털 적용 능력 및 자생적 전환 촉진 역량 강화를 위한 첨단 교육 과정  ,0
43, 증권  국내 금융권 최초  챗  선봬,1, 증권은 지난  일 챗봇    거래 플랫폼  스토어에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   스토어는 인공지능  챗봇을 자유롭게 거래할 수 있는  ,0
44, 슈퍼선거의 해  맞아 사이버보안주 강세,1, 챗  개발사    가 텍스트를 동영상으로 바꿔 만들어주는 프로그램인    의 관심이 연일 커지고 있습니다   일 금융투자업계에 따르면 전문가들은  기술을 악용한 딥페이크가 사용되면서 가짜뉴스  ,0
45,  오너  세 독립경영  활용한 배스킨라빈스 실험,1,특히 워크샵에선  챗 가 구상하고 제품 비주얼을 그려내는 차세대 상품 개발 모델  배스킨라빈스         시스템을 최초 시범 운영한다   챗 가 배스킨라빈스의 이달의 맛을 구상하고 직접  ,0
46,유진그룹  전자도서관 수요지식회 등 직원 역량 개발 위한 프로그램 운영,0,최근에는  챗  활용법   트렌드코리아   등 비즈니스 실무에 적용할 수 있는 실용적인 강의가 이뤄졌다  유진기업은  역량계발 지원금 제도 도 운영 중이다  자격증 취득을 독려하고 교육비 일부를 지원하는 제도다  ,0
47, 신정원의 생생팝업   로 광고 만드는 시대 부작용도 고민해야,0,카카오톡    챗 인  아숙업 도 마찬가지다  대화창에  공원에서 책을 읽고 있는  대 남성을 그려줘  등을 입력하면 그에 맞는 이미지를 생성해 준다  때문에 광고  웹툰  게임 등 산업 전반에서 생성형  를  ,0
48,   챗  교육 챌린지  개최 교육계 디지털전환 선도 ,0,광주과학기술원  총장 임기철 은 인공지능  활용 교육의 저변 확대 및 실무역량 강화를 위해   및  챗  교육 챌린지 를 개최한다고  일 밝혔다  교육은   교직원 대상  일 오후  시  디지털역량연구소  ,0
49,현장 안전부터 미래 신사업까지  선도하는 롯데건설,1,롯데건설이 개발한   플랫폼은 대화형 인공지능인  챗  와 같은 강력한 거대 언어 모델  기술에 기반을 둔다  이 플랫폼은 건설현장의 복잡하고 다양한  시방서 공사 순서를 적은 문서 에 대한 질문에  ,0
50, 증권소식  검찰   불법 공매도  의혹  씨티은행 맥쿼리 등 압색 우리종 ,1,   증권이 국내 금융권 처음으로  챗  기술을 기반으로 한  증권  를  스토어에 출시했다고  일 밝혔다   증권은 금융업계의 미래를 선도하기 위해 인공지능 과 신기술들을 다각도로 적용하는 등 기술  ,0
51, 증권   스토어에  증권   출시 종목랭킹 증권 추천주 연금상품 ,0, 증권이 국내 금융권 처음으로 지난  일 챗봇    거래 플랫폼  스토어 에  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   이미지  증권   증권이 국내 금융권 처음으로 지난  일  ,0
52,작년  분기 랜섬웨어 공격     생성형   악용에 급증,0,주목할 대목은 생성형  인  챗  를 활용한 랜섬웨어 공격도 발생한 점이다  보고서에 따르면 중국 정부는 기업에 랜섬웨어 공격을 한 혐의로  명을 체포한 바 있는데 이들은 공격 수행에  챗  를 활용한 것으로  ,0
53,배스킨라빈스    활용한 혁신매장  워크샵  오픈,0,특히 오픈  가 개발한  챗 를 통해 신제품 아이디어를 구상하고 생성형  로 제품 비주얼까지 그려내는 차세대 상품 개발 모델  배스킨라빈스     시스템 을 시범 운영할 예정이다  워크샵 매장에서만 접할 수 있는  ,0
54, 증권   스토어에  증권   출시 국내 금융권 최초,1, 증권은 지난  일 챗봇    거래 플랫폼  스토어 에 국내 금융권 처음으로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   스토어는 인공지능 챗봇을 자유롭게 거래할 수 있는  ,0
55,대한민국   탐정 선도기업  사설탐정 분야 위상 제고와 전문가 양성 주력,1,사설탐정들이 불특정 다수에게 악영향을 미치는 사이버 범죄에 능동적으로 대처할 수 있도록 인공지능 드론 포렌식 데이터 분석 관련 기술 교육  인공지능  챗  심화 교육을 체계적으로 진행한다  아울러 윤리  ,0
56, 증권  국내 금융권 최초로  증권   출시,1, 증권은 국내 금융권 최초로  챗  기술을 적용한  증권  를  일 출시했다고  일 밝혔다   증권  는  스토어 에 접속 후  증권 을 검색해 이용할 수 있다  오픈  유료회원등급인   플러스  ,0
57,홍익표    교섭단체대표연설서   여야 힘 모아   기업 뒷받침 ,1,또  챗   등장 이후 국내 기업들 역시 초거대 인공지능 플랫폼 개발 경쟁에 본격 참여하면서 성과를 거두고 있다  중소 스타트업 기업은 초거대 인공지능 플랫폼을 이용해 특화 영역에서 전문 인공지능 서비스를  ,0
58, 증권  금융권 최초  증권   출시,1, 증권은 지난  일 챗봇 거래 플랫폼  스토어 에  챗  기술을 기반으로 한  증권  를 국내 금융권 최초로 출시했다고  일 밝혔다   증권은 지난  일 챗봇 거래 플랫폼  스토어 에  챗  기술을  ,0
59, 영어 이름 부르기 로 정말 편해졌나요   스토리팩 업스테이지 ,0,일례로 현재   분야의 가장 큰 화두 중 하나인  거대언어모델  기술력 측면에서도 업스테이지는 이미  오픈 챗   구글  메타 페이스북  등과 어깨를 나란히 하고 있는 점을 들 수 있겠습니다  그간 조직 안팎의  ,0
60, 증권   챗  기술 기반  증권   출시,0, 증권은  국내 금융회사로는 처음으로  챗  기술 기반  증권  를  스토어에 출시했다 고  일 밝혔다   증권에 따르면 금융업계의 미래를 선도하기 위해 출시했다  인공지능 과 신기술들을 다각도로  ,0
61,  배스킨라빈스  주한미국대사관과 상공회의소가 함께 축하한 차세대 혁신  ,1,특히  챗 를 통해 신제품 아이디어를 구상하고 생성형  로 제품 비주얼까지 그려내는 차세대 상품 개발 모델  배스킨라빈스         시스템 을 최초로 워크숍에서 시범 운영한다 ,0
62, 가 종목 추천한다고   증권  국내 금융권 최초  챗  출시,1, 가 종목 추천한다고   증권  국내 금융권 최초  챗  출시  증권은 지난  일 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다 일  증권에 따르면 해당  는  증권 오픈 응용  ,0
63,기계연  대용량 초저온 냉각기술 첫 개발,0,      및  챗  교육 챌린지 개최  광주과학기술원  총장 임기철 이   활용 교육의 저변 확대 및 실무역량 강화를 위해   및  챗  교육 챌린지 를 개최한다  챌린지 일정은     교직원 대상  ,0
64,에프앤가이드    활용  기업 이슈 요약 카드 뉴스  특허 취득,0,에프앤가이드 관계자는  챗  등 거대언어모델이 빠르게 발전하고 있으나  금융정보 영역에서는 아직 실험적 콘텐츠만 난무하고 있다 며  이번 특허와 관련된 기술을 바탕으로 투자자들이 정보를 모으고 분석하는  ,0
65,금융정보업체 에프앤가이드  기업 이슈 요약  카드 뉴스 특허권  취득,0,에프앤가이드 관계자는  챗    등 거대언어모델이 빠르게 발전하고 있으나  금융정보 영역에서는 아직 실험적 콘텐츠만 난무하고 있다  이번 특허와 관련된 기술을 바탕으로 투자자들이 정보를 모으고 분석하는  ,0
66,에스피소프트    라이센스   점유율 국내  위 오픈  소라  연관성 ,0, 코파일럿 은 오픈 의 생성형  인  챗 가 적용된   소프트웨어다  에스피소프트는   소프트웨어  소라가  가  의 코파일럿에 적용된 것처럼   소프트웨어에 적용되어 출시될지 오픈  단독의 형태로  ,0
67,손정의 회장이  억달러 펀딩하는  샘 올트먼도 주목,0,손 회장의 계획이 성공하면 이 프로젝트는  챗  등장 이후   분야에서 가장 큰 투자 중 하나가 될 것으로 주목받고 있다  마이크로소프트 가 오픈 에  억달러 이상을 투자한 것을 압도한다  외신에 따르면 이  ,0
68, 증권  스토어에  챗봇  증권   출시,0,스카이데일리 윤승준기자      증권은  일 챗봇    거래 플랫폼  스토어 에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   증권 제공  증권이  일 챗봇  ,0
69, 리더스포럼 김상균 경희대 교수   와 함께 진화하는 인간  핵심 경쟁력 ,1, 챗 와 같은 생성형   도구의 등장으로 일의 양과 보상이 빠른 속도로 줄어들고 있다는 게 김 교수의 설명이다  그는 의사  회계사  변호사와 같은 전문직군의 일자리도 위협받고 있다고 말했다  김 교수는   시대  ,0
70, 증권   스토어에  챗봇 출시 국내 금융권 최초 ,1,ㅣ  증권  증권은 지난  일 챗봇    거래 플랫폼  스토어에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   스토어는 인공지능 챗봇을 자유롭게 거래할 수  ,0
71,최저 수수료보다  샘 올트먼  효과 빗썸   월드코인 특수  톡톡,0,월드코인은  챗  개발사 오픈 의 샘 올트먼 최고경영자 가 창업한 가상자산 프로젝트다  현재 월드코인은  역대급  상승률을 보이고 있다   일 코인마켓캡 기준 월드코인 가격은 전날 같은 시간보다   오른   ,0
72,    및  챗  교육 챌린지 개최 일반인도 수강 가능,0,광주과학기술원 이   활용 교육의 저변 확대 및 실무역량 강화를 위해   및  챗  교육 챌린지 를    및  챗  교육 챌린지 는   교직원 대상   일 오후  시 시  디지털역량연구소 김철수 소장 오룡관  ,0
73, 증권  국내 금융권 최초로  스토어에  증권   출시,1, 증권은 챗봇 거래 플랫폼  스토어에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   증권은 금융업계의 미래를 선도하고자   및 신기술들을 다각도로 적용하는 등의  ,0
74, 증권   와 금융의 결합  증권   출시,1, 증권은 챗봇    거래 플랫폼  스토어 에  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다  지난  일  증권은 국내 금융권 최초로  증권  를 출시했다   스토어 는  챗봇을  ,0
75,디자이너 쇼호스트 역할도 척척  직원 키우는 유통가,0,이 외에도 편의점  는 지난해  월  챗 와   기술로 패키지 디자인과 상품 개발에 성공했다  챗봇 서비스인 아숙업 을 통해 맛 알코올 도수 레시피 디자인 상품명 가격을 모두 정한  아숙업 레몬스파클  ,0
76,소라 뭐 좀 되는  비디오 생성     마리끌레르,0,오픈 의 동영상 생성   소라  대화형 인공지능  챗봇  챗 의 개발사 오픈 가 동영상      선배님 덕분입니다 소라를 만드는 데는 특히  챗 의  ,0
77, 전문  홍익표   정부 독선에도 정치 계속돼야 경쟁 협업하자 ,0, 챗  등장 이후 국내 기업들 역시 초거대 인공지능 플랫폼 개발 경쟁에 본격 참여하면서 성과를 거두고 있습니다  중소 스타트업 기업은 초거대 인공지능 플랫폼을 이용하여 특화 영역에서 전문 인공지능 서비스를  ,0
78, 증권  금융권 최초  스토어에  증권  출시,1, 증권이 지난  일 챗봇 거래 플랫폼  스토어 에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   스토어 는  인공지능 챗봇을 자유롭게 거래할 수 있는 온라인  ,0
79, 증권   스토어에  증권   출시,0, 증권이 국내 금융권 처음으로  챗  기술을 기반으로 한  증권  를  스토어에 출시했다고  일 밝혔다   증권은 금융업계의 미래를 선도하기 위해 인공지능 과 신기술들을 다각도로 적용하는 등 기술  ,0
80,오픈   소라  등장에 중국증시  테마주  찾기,0,다만  세기경제보는 지난해  챗   테마주 주가가 한때 폭등했다가 다시 하락했다며 소라 테마주가  챗  테마주 흐름을 재현할지는 예의주시해야 한다고도 지적했다  한편  중국  업계 인사들도  소라 의 등장에  ,0
81,부여도서관   년 상반기 평생교육 프로그램 수강생 모집,1,유아 초등학생 대상  자녀와 함께하는 말랑말랑 그림책놀이  책이랑 놀아요  예술융합상상놀이터  세계문화유산 왕릉에서 보물 찾기  성인 대상  챗 와 캔바로 나도 디자이너  캘리그라피와 플러스펜 수채화  ,0
82, 증권  국내 금융권 최초  스토어에  증권   출시,1, 증권이 지난  일 금융권 최초로 인공지능  챗봇 거래 플랫폼  스토어 에  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   증권은 금융업계의 미래를 선도하고자   및 신기술들을  ,0
83, 증권  챗  출시,0, 증권은 국내 금융권 최초로 거래 플랫폼  스토어 에  챗  기술을 기반으로 한  증권  를 출시했다고  일 밝혔다   증권에 따르면 해당  는  증권 오픈 응용 프로그램 인터페이스 와 연계해  ,0
84, 독주  엔비디아에 오픈  도전장   반도체 전쟁,0,엔비디아가   반도체를 만든다면 이 반도체를 통해 실제 작동하는    챗 를 세상에 선보인 오픈 이다  오픈 는 지난  년  월 생성형   챗  서비스를 시작하면서 엔비디아의   가속기  만 개를 활용한  ,0
85,생성형  활용 랜섬웨어 공격 등장,0,생성형 인 챗 를 활용한 랜섬웨어 공격도 발생해 눈길을 끌었다  중국 정부가 모 기업에 랜섬웨어 공격을 수행한 혐의로 체포한  명이 랜섬웨어 개발과 기능 개선  공격 수행에  챗 를 악용한 것으로  ,0
86,  활용 미래교육 본격화   챗  교육 챌린지  개최,0, 챗  교육 챌린지 를 개최한다  기존 특정한 교육 집단을 대상으로 일회적단편적으로 실시하던  챗  교육 프로그램의 구성을 과감히 다각화하고 교육 참여 대상자의 스펙트럼을 넓혔다는 의미에서  는  ,0
87, 뉴스 뉴스  소름주의  어두운 차창에 비친 여성의 정체 챗 는 알고 있다 ,0, 챗   또 일 낸 겁니까   기자  정확히는  챗  개발사인 오픈 가 이번에는 문장을 만들어내는 것이 아니라 동영상을 만들어내는 시스템을 공개한 것입니다  일본어로 하늘을 뜻하는  소라 라는 이름입니다   앵커  얼마나  ,0
88,홍익표  여야 협업으로  공정경제 혁신경제  등  개 과제 제시 전문 ,0, 챗   등장 이후 국내 기업들 역시 초거대 인공지능 플랫폼 개발 경쟁에 본격 참여하면서 성과를 거두고 있습니다  중소 스타트업 기업은 초거대 인공지능 플랫폼을 이용하여 특화 영역에서 전문 인공지능 서비스를  ,0
89, 증권  국내 금융권 최초로  스토어에  증권   출시,1,사진 증권  증권 사장 김성현  이홍구 은 지난  일 월  챗봇    거래 플랫폼  스토어 에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 출시했다고  일 화  밝혔다   스토어 는  챗봇을  ,0
90,경복대    디지털교과서 모형구축 포커스그룹 워크숍,0,워크숍은  회차에 걸친   인터뷰 세션 운영과  챗 를 이용한 스마트 튜터 혈액투석 도우미  활용 실습  그리고  와 함께 학습하는 경험에 대한 인터뷰와 설문조사 등으로 진행됐다  이번 워크숍은 혁신사업의  ,0
91,  국가주권  전략  한시가 급하다 시평 ,0, 챗   독도는 한일 분쟁지역  한국 위인을 서양인으로 둔갑 빅테크 맞설  소버린   절실 한국은   주권 보호할 기술력 플랫폼경쟁  등 역주행 우려 디지털 국가책략 가다듬을 때 최근  챗 가  독도는 어느 나라  ,0
92,충북도    도정 실현 첫걸음   도공  운영,0,도공에 참여하는 공무원들은  챗  등을 활용해 문서나 이미지  영상물 등 제작부터 시작해 생성형  를 활용한 챗봇 제작 등 대도민 서비스 적용을 위한 심화학습도 추진하게 된다  이외에도 도민 체감행정을 위한   ,0
93, 증권  기술로도 앞서간다 증권   출시,0, 증권이 국내 금융권 최초로  챗  기술을 기반으로 한  증권  를 선보인다   증권 사장 김성현  이홍구 은 챗봇    거래 플랫폼인  스토어 에 국내 금융권 최초로  챗  기술을 기반으로 한  증권  ,0
